99.569, 130.073, 2.503, 47.500 False
99.327, 130.010, 2.468, 47.600 False
99.085, 129.946, 2.505, 47.700 False
98.846, 129.868, 2.476, 47.800 False
98.606, 129.793, 2.512, 47.900 False
98.373, 129.702, 2.464, 48.000 False
98.138, 129.614, 2.511, 48.100 False
97.909, 129.511, 2.465, 48.200 False
97.681, 129.407, 2.506, 48.300 False
97.460, 129.289, 2.464, 48.400 False
97.237, 129.172, 2.514, 48.500 False
97.023, 129.041, 2.453, 48.600 False
96.811, 128.906, 2.500, 48.700 False
96.609, 128.757, 2.462, 48.800 False
96.401, 128.613, 2.530, 48.900 False
96.199, 128.460, 2.492, 49.000 False
95.997, 128.310, 2.512, 49.100 False
95.806, 128.148, 2.464, 49.200 False
95.613, 127.987, 2.521, 49.300 False
95.430, 127.813, 2.474, 49.400 False
95.247, 127.640, 2.511, 49.500 False
95.077, 127.455, 2.470, 49.600 False
94.903, 127.272, 2.522, 49.700 False
94.744, 127.078, 2.448, 49.800 False
94.595, 126.876, 2.478, 49.900 False
94.456, 126.666, 2.487, 50.000 False
94.304, 126.461, 2.554, 50.100 False
94.161, 126.251, 2.497, 50.200 False
94.016, 126.046, 2.512, 50.300 False
93.884, 125.832, 2.480, 50.400 False
93.748, 125.620, 2.527, 50.500 False
93.624, 125.399, 2.488, 50.600 False
93.501, 125.180, 2.516, 50.700 False
93.390, 124.954, 2.486, 50.800 False
93.275, 124.729, 2.525, 50.900 False
93.177, 124.498, 2.458, 51.000 False
93.091, 124.263, 2.485, 51.100 False
93.011, 124.022, 2.510, 51.200 False
92.918, 123.785, 2.547, 51.300 False
92.836, 123.545, 2.506, 51.400 False
92.746, 123.310, 2.518, 51.500 False
92.669, 123.071, 2.497, 51.600 False
92.590, 122.832, 2.521, 51.700 False
92.523, 122.586, 2.488, 51.800 False
92.450, 122.344, 2.518, 51.900 False
92.390, 122.100, 2.504, 52.000 False
92.327, 121.856, 2.522, 52.100 False
92.281, 121.609, 2.468, 52.200 False
92.241, 121.365, 2.515, 52.300 False
92.206, 121.115, 2.529, 52.400 False
92.158, 120.866, 2.525, 52.500 False
92.118, 120.618, 2.500, 52.600 False
92.071, 120.372, 2.514, 52.700 False
92.034, 120.123, 2.504, 52.800 False
91.996, 119.875, 2.513, 52.900 False
91.967, 119.625, 2.504, 53.000 False
91.932, 119.379, 2.530, 53.100 False
91.905, 119.130, 2.503, 53.200 False
91.877, 118.881, 2.502, 53.300 False
91.864, 118.630, 2.463, 53.400 False
91.854, 118.379, 2.507, 53.500 False
91.844, 118.126, 2.523, 53.600 False
91.827, 117.875, 2.516, 53.700 False
91.819, 117.625, 2.496, 53.800 False
91.808, 117.375, 2.508, 53.900 False
91.801, 117.124, 2.512, 54.000 False
91.788, 116.873, 2.510, 54.100 False
91.782, 116.622, 2.503, 54.200 False
91.772, 116.372, 2.507, 54.300 False
91.769, 116.121, 2.504, 54.400 False
91.761, 115.871, 2.507, 54.500 False
91.766, 115.621, 2.493, 54.600 False
91.771, 115.371, 2.504, 54.700 False
91.775, 115.120, 2.509, 54.800 False
91.775, 114.869, 2.507, 54.900 False
91.782, 114.619, 2.500, 55.000 False
91.784, 114.368, 2.505, 55.100 False
91.788, 114.118, 2.505, 55.200 False
91.791, 113.867, 2.505, 55.300 False
91.796, 113.617, 2.503, 55.400 False
91.800, 113.367, 2.503, 55.500 False
91.806, 113.117, 2.503, 55.600 False
91.811, 112.866, 2.503, 55.700 False
91.823, 112.616, 2.499, 55.800 False
91.831, 112.366, 2.503, 55.900 False
91.838, 112.116, 2.504, 56.000 False
91.845, 111.866, 2.502, 56.100 False
91.852, 111.616, 2.502, 56.200 False
91.864, 111.366, 2.501, 56.300 False
91.872, 111.116, 2.502, 56.400 False
91.880, 110.866, 2.502, 56.500 False
91.888, 110.616, 2.502, 56.600 False
91.896, 110.366, 2.502, 56.700 False
91.904, 110.116, 2.502, 56.800 False
91.913, 109.866, 2.502, 56.900 False
91.922, 109.616, 2.501, 57.000 False
91.935, 109.366, 2.500, 57.100 False
91.945, 109.116, 2.501, 57.200 False
91.954, 108.866, 2.502, 57.300 False
91.964, 108.616, 2.501, 57.400 False
91.973, 108.366, 2.501, 57.500 False
91.983, 108.116, 2.501, 57.600 False
91.992, 107.866, 2.501, 57.700 False
92.001, 107.616, 2.501, 57.800 False
92.011, 107.367, 2.501, 57.900 False
92.020, 107.117, 2.501, 58.000 False
92.029, 106.867, 2.501, 58.100 False
92.039, 106.617, 2.501, 58.200 False
92.048, 106.367, 2.501, 58.300 False
92.058, 106.117, 2.501, 58.400 False
92.067, 105.867, 2.501, 58.500 False
92.076, 105.617, 2.501, 58.600 False
92.085, 105.367, 2.501, 58.700 False
92.094, 105.117, 2.500, 58.800 False
92.103, 104.868, 2.500, 58.900 False
92.112, 104.618, 2.500, 59.000 False
92.121, 104.368, 2.500, 59.100 False
92.130, 104.118, 2.500, 59.200 False
92.138, 103.868, 2.500, 59.300 False
92.147, 103.618, 2.500, 59.400 False
92.150, 103.368, 2.499, 59.500 False
92.157, 103.118, 2.500, 59.600 False
92.164, 102.868, 2.501, 59.700 False
92.172, 102.618, 2.500, 59.800 False
92.179, 102.368, 2.500, 59.900 False
92.186, 102.118, 2.500, 60.000 False
92.193, 101.869, 2.500, 60.100 False
92.200, 101.619, 2.500, 60.200 False
92.207, 101.369, 2.500, 60.300 False
92.214, 101.119, 2.500, 60.400 False
92.220, 100.869, 2.500, 60.500 False
92.227, 100.619, 2.500, 60.600 False
92.233, 100.369, 2.500, 60.700 False
92.239, 100.119, 2.500, 60.800 False
92.246, 99.869, 2.500, 60.900 False
92.252, 99.619, 2.500, 61.000 False
92.257, 99.369, 2.500, 61.100 False
92.263, 99.119, 2.500, 61.200 False
92.269, 98.869, 2.500, 61.300 False
92.275, 98.619, 2.500, 61.400 False
92.277, 98.369, 2.499, 61.500 False
92.277, 98.119, 2.500, 61.600 False
92.281, 97.869, 2.500, 61.700 False
92.285, 97.619, 2.500, 61.800 False
92.289, 97.369, 2.500, 61.900 False
92.293, 97.119, 2.500, 62.000 False
92.297, 96.869, 2.500, 62.100 False
92.300, 96.619, 2.500, 62.200 False
92.304, 96.370, 2.500, 62.300 False
92.307, 96.120, 2.500, 62.400 False
92.310, 95.870, 2.500, 62.500 False
92.313, 95.620, 2.500, 62.600 False
92.316, 95.370, 2.500, 62.700 False
92.319, 95.120, 2.500, 62.800 False
92.321, 94.870, 2.500, 62.900 False
92.324, 94.620, 2.500, 63.000 False
92.326, 94.370, 2.500, 63.100 False
92.328, 94.120, 2.500, 63.200 False
92.330, 93.869, 2.500, 63.300 False
92.332, 93.619, 2.500, 63.400 False
92.334, 93.369, 2.500, 63.500 False
92.335, 93.119, 2.500, 63.600 False
92.337, 92.869, 2.500, 63.700 False
92.338, 92.619, 2.500, 63.800 False
92.339, 92.369, 2.500, 63.900 False
92.340, 92.119, 2.500, 64.000 False
92.340, 91.869, 2.500, 64.100 False
92.341, 91.619, 2.500, 64.200 False
92.341, 91.369, 2.500, 64.300 False
92.342, 91.119, 2.500, 64.400 False
92.342, 90.869, 2.500, 64.500 False
92.342, 90.619, 2.500, 64.600 False
92.342, 90.369, 2.500, 64.700 False
92.342, 90.119, 2.500, 64.800 False
92.342, 89.869, 2.500, 64.900 False
92.342, 89.619, 2.500, 65.000 False
92.342, 89.369, 2.500, 65.100 False
92.342, 89.119, 2.500, 65.200 False
92.342, 88.869, 2.500, 65.300 False
92.343, 88.619, 2.500, 65.400 False
